labels,text
4,"@jannarden my dead father had a velvet Elvis painting. He said I would get it when he corpsed. I said, &quot;Don't threaten me, old man!&quot;"
4,@rgoodchild I think that normally we are drawn to people familiar or similar to us. The cougar thing is for some quick fun.
5,@the_sandman_ @grave_wounds @hursty02 @samvoaden I miss you guys SO much  xx
4,i can't see results for whyareyoustillhere
4,-g'mornin' Twitterville  took the day off from Tweet'n yesterday &amp; I'm &quot;jonesing&quot; to get back into it today
3,@sugafactory omg me 2 !! Haha i was half an hour late 4 work whoops !! Hahaha i h8 workin sat mornins
3,"we finally got our graduation gear today, i'm so excited. can you believe it? just 41 days left! aaah  and the sweater is so cozy"
5,"Far too sick to sing.  I've got a post nasal drip and a sore throat, just sent my sorry I won't be there email"
3,alhamdulilah. i got accepted into nafa
4,@DavidArchie Have a great day today David!  May you write some wonderful masterpieces!
5,SHIT I lost my Star Trek ring!    Starfleet Academy class ring w/ Golden Gate Bridge on it.  Got it as high school graduation present.
3,@iPat143  hmm.. idk that song.
5,My tummy hurts  go away cramps! I hate chuu!!!!
5,booo Dario let TK get a hair cut
4,drove to work with my Vespa through the pouring rain. The rain overall was keeping me dry
5,Somebody get me out of work tomorrow.
4,eating cheeto puffs
4,@Macintoshtipz I'm entering your contest
4,@MikeAbrams Link doesn't work
3,@Iamme828 No becuz we're being honest! Lets look at the big picture..my happy ending with the smile on my face
4,I realised that many people are not interested in doing business on Twitter - they just want to be heard online  Nothing more
6,Cant believe there had been nice weather all day and I was stuck in doors all day
5,"@feliciaodg  it does but the screen is dark - so when i click it, i hang up on whoever im talking to"
5,so bored without a camera
4,@rachmurrayX  were do you  work??
4,"@Captain_Phatass hopefully you're up before 8, as meeting is at 8"
5,@Syreeta306 girl u sit ya double decker neck ass DOWN and talk about ppl who are on ur LEVEL and not above
4,@chacesmithphoto will do! I may just have to keep it on my shelf with the rest of my old cameras
5,"Watched Ten Pounds last night, brilliant movie,I couldnt stop weeping!!!"
3,"ahhh, i FINALLY went to yogurtland.  i saved my spoon. hahaha."
4,"says Diana, you wanna burn the pics for me on a DVD or CD?  http://plurk.com/p/svs4c"
5,@geewhy  You're just jealous!  Guess you'll be walking around the office tomorrow in your Malo!
3,@Tatylicious Hey chick!  When are we going to JA to pick up some hot guys and eat Jerk pork and festival? Well you already have a hot guy
5,NW Macedonia: Few rainy days in a row.
4,@Kev_95 WangoTango  where were you? lol
3,@echoinghim it was my pleasure playing guitar for you!  So fun
4,@ExtremeAnnette ok  thank you
4,@rosiecd is it for dinner? the amount for dinner ones is greater than say an afternoon snack. a pack for the day is prob ok.
5,@grahamcoltonfan hahah me too!! Except for when Haley gets hit by a car  but yay Leyton!
4,"@Geelong_FC sounds good  maybe some player quotes, photos etc I'm living in WA atm so would love bits and pieces from the Ady and Sun"
4,"and it's off to work I go, only 9.5 days until the kiddo's finish"
5,@MalcolmMillion nah i understand you cant cancel i just wanted you to come
4,"Awake again , I give up , I'm going to ready for today"
6,dice watching Heroes again.  http://plurk.com/p/svhvh
6,@andwoahalex my tweets??? i rofl'd at this
4,@jennypoynter i want frosties now
4,Yooooooo!? What up mates?!
4,@UncleRUSH Morphine and Percocet are ur friends when pain is acute. And we became very friendly recently  Def the morphine..1st 24 hrs.
4,Morning and hope everyone has a great bank holiday
4,At branding iron with drea! White boubous and cowgirls can get down! Haha crunk! For the next couple hours! Haha fun times!
5,omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D
6,@leightonmarissa the new song with cobra starship is amazing!!
3,See No Evil starring WWE wrestler Kane. You should watch it
6,is getting baptized tomorrow  and is a college graduate.  Busy weekend!
4,@wicked12 Have a good night and thanks
4,@ireallydohate nooooo dont do that.  I just get a rash of nobodies trying to sell me something.
5,should be sleeping.  lost my voice a couple day ago.
3,maybe he could drill a hole in me?  LOL    OH SNAP!  (sorry couldn't resist)
4,has a little buzz from the epoxy paint
4,@willyemai Indeed!
3,happy mother's day!
4,@amhzz... did u get an invite? I miss u
3,@krystynchong that's part of what I've been working on...use the AppStore on the phone  - there's a whole other piece of the puzzle
4,@jtypeplus Addictive isn't it. Biz could definately be better! Folks have just slowed down on getting their done.
4,@hilarylanders I know  I think I'm like dieing!
3,I chilled in my room with my baby book missed my bro leavin  he really is cool had a stripper shirt on said I suppoort single moms! Funny
4,@TheEngTeacher it's always time for coffee
3,MORNING EVERY1! Giveaway at http://tinyurl.com/dhc4hg  Mod Kid Emma pattern &amp;$25 GiftCert to HipFabric!! GO check it out
4,"@Isapersefone I'm not really sure bout that. Maybe  You could.. Idk, I've never bought anything from it"
3,"@charliestyr Hella worth it, even if you don't need the full 32 now."
3,"What a fantastic full-on weekend!  Going to finish on a high, with a cheeky chilli thai fried rice &amp; a few glasses of red"
3,haha wow there's a song called 'hit me on twitter' lmao. okay g'night
6,"Calling all mothers, calling all mothers...get your butts to bed - the kids'll be here tomorrow"
5,wat a stressful week i jus hope everything falls into place 4me
6,Went to the vending maching to get Bugles. No Bugles  Perhaps it is a sign that I don't need the snack anyway.
4,@liambrazier I only ever seem to listen to Dirty these days. Most of our CD's are still at Greg's parents
3,@marcftsk haha thanks for clarifying that.i thought u meant mr bello. I wish i could be there! That where my cousins live
4,@corie_michele thanks for that...am now following them...love good causes
4,ugh... only 1 3/4th hour and i will be 19...
4,Is at work  ohwell need money so : D
5,all my worms either escaped or died  bums!
5,"Tired, tired, tired.. Didn't sleep well last night..   Thought too much.. Slept not much.. Glad that it's almost weekend!"
4,Goingg to school today
6,@mileycyrus they all stopped doing drugs!
5,@sensualbodyrubs Hope you get your car today   Hate anything that stops me from my work ;)
4,@mhawthorne19 Oh no! I totally forgot he played today.
5,the columbus blue jackes may be movieing to anew city to play at  thats sad news
5,Awe. were going to meijer. not walmart. walmarts better.
4,no new books. *sigh* will probably reread Gaiman's &quot;American Gods&quot; or Murakami's &quot;Wind-up bird chronicles&quot;
4,"claire @breakfastnt love the show, got into the office @ 5am and no radio"
3,"@bingofuel Why yes, we did see @CaryWilliams tonight. Delicious dinner by chef Geoff chez A-Lo/G-Mo.  Hope to see him again pre-departure"
5,it's raining..
4,watchin Gilmore Girlz
4,At nosely safari park with Leah
5,I miss vlogcandy
5,"Working from home today, my back is killing me  Doctor and then physio after later today."
4,"The Paper Route album is &quot;Absence,&quot; not &quot;Absence While Working on Cabinets.&quot;"
3,is excited to see Samantha&amp;Denise again  http://plurk.com/p/rr5id
5,dis damn usb charger is good for nothin. gotta find that verizon store. my fone been dead since last nite
4,It's too hot. I hate summer  #harrymcflytosing
4,is TATTEDDDDD!!!!!!!!!!!!!
4,"@joelyuk If you think Florida's heat will be too much, I will reluctantly take your place"
3,@james_a_michael Hey! thanks for another great day! I'm going to sleep now! I'll chat with you tomorrow!  Sweet dreams!
4,@cameronmoll none of the above? there is no none of the above option.
4,@twixer1 got it at answered
6,@goatfox yes i have read them many times.
5,what the hell is follow friday?? don't get it
3,@chris_shields06 good job!  I wish i worked in a zoo
4,@LuvinMeSomeD thanks :0 I will try
3,"going to head to bed now finally...goodnight! Hopefully my dreams will consist of ravishing things, such as: Zachary Quinto."
4,@paulcarr I just laughed out loud on the bus reading your statement of ethics. People moved away. He he he.
6,@JennLovesM5 DUDE WHAT? I WANNNNAAAA GOOOOOO
5,@NaomiER Having a bad day actually  but your cd keeps my spirits lifted
6,where are britney g. and allan allan?  they are my favs and i think they are out of town?
3,"@RizzoTees LOL, point at yourself and laugh!"
3,Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!   http://tinyurl.com/6nkpuz
3,@LiesX xD send it!
5,booo that meanie @victoria is teasing me with a piece of cheese!   http://twitpic.com/67rt8
5,@pistol62 Is the Bee to Busy to talk to his buddy on Yahoo?
4,off to bed for the night. goods night everyone
5,Im Slowing on My Tweets..Cuase I Lost My Phone
6,@ejhildreth  I like it!
5,"Just an observation: Aside from the riverwalk, there are pretty much no cute girls in downtown sa"
3,"it's a perfect day to throw back your head and kiss it all good bye - love it, so cheerful!!  ? http://blip.fm/~5jckp"
5,So hyped about E3. I wish I could go...
3,"@wanderinghope hehe, thanks! that had everyone in my class laughing too."
4,@Melissa808 yup...they've stopped in hawaii for a few seasons already. are you talking about this season? hope they come back again
5,All my loved ones are leaving on Sunday..... sad
4,At Halu for dinner... Second time this week!!
3,Had a nice dinner with mom! I've started the chicken rolls. They are going to cook overnight. The rest I'll do tomorrow.
4,@tomfelton http://twitpic.com/4jam0 - better lighting would have enhanced the photo... nice angle though...
3,"@Mj69Catz thanks  let me know which print from my gallery you would like, and we can work the details out"
4,@K8lyn333 twitter tends to do that to us
3,@ellyaway I know june 2010...  but its gonna be so good. Im going to se it even if im 20 when it comes out.
4,"@BlokesLib Sorry blokey, 6 hrs later &amp; i'm still holding ur fluffy towel. had to dash. Hope u found other means to dry ur self"
3,If I smile at you will you follow me please lol
6,"@brettdennen 'discovered' you at the fray last night, nice music. then saw your vlogs. really, so whack."
4,"endless set list... very long... grueling almost... also, sent to gordo's cell cuz he's no longer communicating with the internet in 140."
4,@iconermaddyct I wish I could get twitter to upload my background of M
5,"Grew fat today  GSS was so hxc I saw a full house Chanel, JC, Pedder Red and Ferragamo! How great is the economic downturn."
3,FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF&lt;3
4,"Okay I'm about to &quot;crawl&quot; into bed and ummm ummm. We are about to talk. We need to talk about somethings, Good Night Tweeters."
3,Looking forward to Sunday b/c the weather should be warm and sunny
3,"@TXP2 hi there, nice to meet you"
4,is soo bored its lovley day outside but nuttin to do
3,making margaritas and about to watch Milk. Good times
3,@lancegross http://twitpic.com/4vd89 - such a good looking cpl!! can't wait to see what kind of kids y'all will have!
6,"Twitter seriously, SERIOUSLY dropped the ball here with my RoxieRavenclaw account. I'm so mad and sad about this."
5,"Damn, I never knew I could miss my phone so much for 4 hours till they told me I won't have it back till then"
3,At t.g.i fridays  With some of my favorite people ever.. We made a reservation for 20 and we have like 50 people here. Hahah
3,@SarrahRae HAHAH you know you loved the hannah montana movie  it was aweesome
4,@cowmage  read something happy?
5,@chopperdave12 i think im just going to wind up going Home and go to bed
3,Got my braces tightened today. Then I got McDonalds! HAHA  Sport tomorrow yay yay yay! Netball tryouts.. wish me luck to make the team! :l
5,"@lupin_bebop that's lame, sorry"
4,Hasta maï¿½ana twitters
6,@Hatz94Music HAPPY MOTHERS DAY!  Tell ur mom that's she an awesome madre &amp; such a great example to the Archuleta familia!!
