text,emotion
Thanks for coming shopping with me . I'm so honored that you thought to ask me . I've never given a speech in front of a thousand people before . You're going to do great . And you're going to look great .,happiness
Thanks for coming shopping with me . I'm so honored that you thought to ask me . I've never given a speech in front of a thousand people before . You're going to do great . And you're going to look great . Thanks . Now let's decide which one of these suits looks best for this occasion .,happiness
Thanks for coming shopping with me . I'm so honored that you thought to ask me . I've never given a speech in front of a thousand people before . You're going to do great . And you're going to look great . Thanks . Now let's decide which one of these suits looks best for this occasion . I still like the olive one best . There's a tailor here who can take up the sleeves for you .,happiness
"Hi , Lucy . What are you going to do this weekend ? I have no idea yet . Do you have any suggestions ? Would you like to play tennis with me ?",happiness
"Hi , Lucy . What are you going to do this weekend ? I have no idea yet . Do you have any suggestions ? Would you like to play tennis with me ? I'd like to .",happiness
"Hi , Lucy . What are you going to do this weekend ? I have no idea yet . Do you have any suggestions ? Would you like to play tennis with me ? I'd like to . Be sure to get to the sports hall at nine o'clock on Sunday morning .",happiness
"Hi , Lucy . What are you going to do this weekend ? I have no idea yet . Do you have any suggestions ? Would you like to play tennis with me ? I'd like to . Be sure to get to the sports hall at nine o'clock on Sunday morning . OK , will do !",happiness
"I can ' t believe it ! What ' s wrong ? That was a great goal . Yes , but I bet $ 200 dollars on the Cougars !",surprise
"I can ' t believe it ! What ' s wrong ? That was a great goal . Yes , but I bet $ 200 dollars on the Cougars ! Looks like you ' re going to lose out on this game then . I can ' t believe it ! I thought the Cougars were going to win for sure .",surprise
"I can ' t believe it ! What ' s wrong ? That was a great goal . Yes , but I bet $ 200 dollars on the Cougars ! Looks like you ' re going to lose out on this game then . I can ' t believe it ! I thought the Cougars were going to win for sure . What were the odds ? 20 to 1 , in favour of the Cougars !",surprise
"There are so many flavors of ice cream to choose from ! Yes , there must be about a hundred . Do you have a favorite ?",happiness
"There are so many flavors of ice cream to choose from ! Yes , there must be about a hundred . Do you have a favorite ? I love fruit flavored ices the best .",happiness
"There are so many flavors of ice cream to choose from ! Yes , there must be about a hundred . Do you have a favorite ? I love fruit flavored ices the best . I know , fresh fruit flavored is the best ever .",happiness
What's the matter with you ? You look so upset and tired . My father failed in business .,sadness
"What's the matter with you ? You look so upset and tired . My father failed in business . Oh , that's really tough . Maybe it is the most difficult period of my family have experienced .",sadness
"What's the matter with you ? You look so upset and tired . My father failed in business . Oh , that's really tough . Maybe it is the most difficult period of my family have experienced . I can understand . By the way , is there anyway I can help ? No , not now . I have found a part-time job . So perhaps I can help my family to come over the difficulties .",sadness
"What's the matter with you ? You look so upset and tired . My father failed in business . Oh , that's really tough . Maybe it is the most difficult period of my family have experienced . I can understand . By the way , is there anyway I can help ? No , not now . I have found a part-time job . So perhaps I can help my family to come over the difficulties . Oh , that's so great , bless you ! if you need me , I'll always be there . Thank you .",happiness
"Guess , what I ' Ve bought for you . Oh . it ' s a case flowers . It ' s very kind of you .",happiness
"Guess , what I ' Ve bought for you . Oh . it ' s a case flowers . It ' s very kind of you . I hope you like it .",happiness
"Guess , what I ' Ve bought for you . Oh . it ' s a case flowers . It ' s very kind of you . I hope you like it . I love flowers you know . Thank you very much .",happiness
"Guess , what I ' Ve bought for you . Oh . it ' s a case flowers . It ' s very kind of you . I hope you like it . I love flowers you know . Thank you very much . that ' s all right .",happiness
"Is Stanley still singing that Elvis song ? He's really hogging the mike ! If I hear "" Love Me Tender "" one more time , I think I'm going to go crazy !",anger
"Is Stanley still singing that Elvis song ? He's really hogging the mike ! If I hear "" Love Me Tender "" one more time , I think I'm going to go crazy ! He sounds like a sick cow !",disgust
"are you working overtime again ? Over the last two weeks , you have worked overtime every day without a break ! Your company is draining the life out of you ! I know , but I don't have a choice , my boss has complete control over our work schedules . I haven't made it out of the office before 9 PM a single day this week . Well , I hope they're paying you the big bucks for all this work ... No , not exactly , I'm working for minimum wage . And they don't give extra pay for overtime . Overtime is our own time . What ? ! Isn't there a law against that , I think there is some legislation that requires employers to give their employees a fair rate of wages . You should know your rights ! If you are putting in so many hours , they should give you some kind of compensation .",surprise
